190,IN9081W01014,UNIPHORE SOFTWARE SYSTEMS PRIVATE LIMITED EQ PP RE.1/-,UNIPHORE SOFTWARE SYSTEMS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
191,IN9082A01018,KOPRAN LIMITED PP RS 5/- 190702,KOPRAN LIMITED,EQUITY SHARES,ACTIVE
192,IN9083A01016,MOREPEN LAB EQ PRODIV 080200,MOREPEN LABORATORIES LIMITED,Equity Shares,Deleted
193,IN908CX01019,SCJS LAND &amp; FINANCE LIMITED EQ PP RE 1,SCJS LAND &amp; FINANCE LIMITED,EQUITY SHARES,DELETED
194,IN908DH01010,CAPITAL LIGHTING AND ELECTRONIC PRODUCTS LIMITED EQ PP RS 2.5,CAPITAL LIGHTING AND ELECTRONIC PRODUCTS LIMITED,EQUITY SHARES,ACTIVE
195,IN908HB01014,QUATRRO BUSINESS SUPPORT SOLUTIONS PRIVATE LIMITED EQ PP RE 0.10/-,QUATRRO BUSINESS SUPPORT SOLUTIONS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
196,IN908KM01015,PLUG2FIELD SOLUTIONS PRIVATE LIMITED EQ PP RS 6,PLUG2FIELD SOLUTIONS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
197,IN908KM01023,PLUG2FIELD SOLUTIONS PRIVATE LIMITED EQ PP RS 0.50/-,PLUG2FIELD SOLUTIONS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
198,IN908M801010,SHUDH EDIBLE PRODUCTS LIMITED EQ PP RS.2/-,SHUDH EDIBLE PRODUCTS LIMITED,EQUITY SHARES,DELETED
199,IN908O501014,MODI SPINNING AND WEAVING MILLS COMPANY LIMITED EQ PP RS 5/-,MODI SPINNING AND WEAVING MILLS COMPANY LIMITED,EQUITY SHARES,ACTIVE
200,IN908T501019,INDIAN FIBRES LIMITED EQ PP RE 1/-,INDIAN FIBRES LIMITED,EQUITY SHARES,ACTIVE
201,IN908UD01013,AHL HOTELS LIMITED EQ PP RS.6,AHL HOTELS LIMITED,EQUITY SHARES,ACTIVE
202,IN908VK01016,SHREE ELECTROMELTS LIMITED EQ PP RS.5/-,SHREE ELECTROMELTS LIMITED,EQUITY SHARES,ACTIVE
203,IN908WC01011,LIGHTHOUSE LEARNING PRIVATE LIMITED  EQ PP RE.1/-,LIGHTHOUSE LEARNING PRIVATE LIMITED,EQUITY SHARES,ACTIVE
204,IN908YA01011,FRIENDLY REALITY PROJECTS LIMITED EQ PP RS.20/-,FRIENDLY REALITY PROJECTS LIMITED,EQUITY SHARES,ACTIVE
205,IN908ZG01015,DRA INDUSTRIES LIMITED EQ PP RE 1/-,DRA INDUSTRIES LIMITED,EQUITY SHARES,ACTIVE
206,IN9090A01011,ICICI BANK LIMITED PP RS.5/-,ICICI BANK LIMITED,EQUITY SHARES,SUSPENDED
207,IN9090A01029,ICICI BANK LIMITED EQ NEW PP RS.9/-,ICICI BANK LIMITED,EQUITY SHARES,SUSPENDED
208,IN9090A01037,ICICI BANK LIMITED EQ PP RS. 9/-,ICICI BANK LIMITED,EQUITY SHARES,SUSPENDED
209,IN9090A01045,ICICI BANK LIMITED EQ PP RS. 9.25/-,ICICI BANK LIMITED,EQUITY SHARES,SUSPENDED
210,IN9090A01052,ICICI BANK LIMITED EQ PP RS. 9.5/-,ICICI BANK LIMITED,EQUITY SHARES,SUSPENDED
211,IN9091A01019,NIRMA LIMITED EQ PRODIV 240400,NIRMA LIMITED,Equity Shares,Deleted
212,IN9091G01016,JAI BALAJI INDUSTRIES LIMITED EQ PP RS.5/-,JAI BALAJI INDUSTRIES LIMITED,EQUITY SHARES,BLOCKED DUE TO ACA
213,IN9091H01014,GINI AND JONY LIMITED EQ PP RS. 2.50,GINI AND JONY LIMITED,Equity Shares,Deleted
214,IN9093A01015,HEXAWARE TECHNOLOGIES LIMITED INACTIVE-NPP J98,HEXAWARE TECHNOLOGIES LIMITED,Equity Shares,Deleted
215,IN9093A01023,HEXAWARE TECHNOLOGIES LIMITED EQ PRODIV 270399,HEXAWARE TECHNOLOGIES LIMITED,Equity Shares,Deleted
216,IN9094A01013,HPCL EQ PRODIV 110498,HINDUSTAN PETROLEUM CORPORATION LIMITED,Equity Shares,Deleted
217,IN9094A01021,HPCL EQ PRODIV161299,HINDUSTAN PETROLEUM CORPORATION LIMITED,Equity Shares,Deleted
218,IN9094B01011,ASHIKA CREDIT CAPITAL LIMITED PP PRODIV 080900,ASHIKA CREDIT CAPITAL LIMITED,EQUITY SHARES,BLOCKED DUE TO ACA
219,IN9094H01018,SPECTRUM POWER GENERATION LIMITED PP RS.1.71/-,SPECTRUM POWER GENERATION LIMITED,EQUITY SHARES,ACTIVE
220,IN9095A01010,INDUSIND BANK INACTIVE-NPP D97,INDUSIND BANK LIMITED,Equity Shares,Deleted
221,IN9095A01028,INDUSIND BANK INACTIVE-PP,INDUSIND BANK LIMITED,Equity Shares,Deleted
222,IN9095A01036,INDUSIND BANK INACTIVE-NPP F98,INDUSIND BANK LIMITED,Equity Shares,Deleted
223,IN9096M01013,COMMONWEALTH INCLUSIVE GROWTH SERVICES LIMITED. EQ PP RS.4.15/-,COMMONWEALTH INCLUSIVE GROWTH SERVICES LIMITED.,EQUITY SHARES,ACTIVE
224,IN9096S01010,SHIVAM INTERNATIONAL LIMITED EQ PP RS. 7.50/-,SHIVAM INTERNATIONAL LIMITED,EQUITY SHARES,ACTIVE
225,IN909E403014,PEEL-WORKS PRIVATE LIMITED 0.1% CLASSB-5 PP PREF 26NV39,PEEL-WORKS PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
226,IN909I203014,AYANA RENEWABLE POWER PRIVATE LIMITED 0.00006% CLASS I PARTLY PAID  PREF 31MR40,AYANA RENEWABLE POWER PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
227,IN909I203022,AYANA RENEWABLE POWER PRIVATE LIMITED 0.00005% CLASS II PARTLY PAID  PREF 31MR40,AYANA RENEWABLE POWER PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
228,IN909I203030,AYANA RENEWABLE POWER PRIVATE LIMITED 0.00004% CLASS III PARTLY PAID  PREF 31MR40,AYANA RENEWABLE POWER PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
229,IN909I203048,AYANA RENEWABLE POWER PRIVATE LIMITED 0.00003% CLASS IV PARTLY PAID  PREF 31MR40,AYANA RENEWABLE POWER PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
230,IN909I203055,AYANA RENEWABLE POWER PRIVATE LIMITED 0.00002% CLASS V PARTLY PAID  PREF 31MR40,AYANA RENEWABLE POWER PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
231,IN909I203063,AYANA RENEWABLE POWER PRIVATE LIMITED 0.00001%CLASS VI PARTLY PAID  PREF 31MR40,AYANA RENEWABLE POWER PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
232,IN909PM01012,EPIMONEY PRIVATE LIMITED EQ PP RE 0.5,EPIMONEY PRIVATE LIMITED,EQUITY SHARES,ACTIVE
233,IN909PM01020,EPIMONEY PRIVATE LIMITED EQ PP  RE.1.23/-,EPIMONEY PRIVATE LIMITED,EQUITY SHARES,ACTIVE
234,IN909S301014,BAHUBALI HOTELS LTD EQ PP RS 6.25,BAHUBALI HOTELS LTD,EQUITY SHARES,ACTIVE
235,IN909SW03011,BRIDGE FINTECH SOLUTIONS PRIVATE LIMITED 0.00001% SERIES A4 PP PREF 27MY23,BRIDGE FINTECH SOLUTIONS PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
236,IN909ZU01014,STOREJI PVT LTD EQ PP RE 0.5,STOREJI PVT LTD,EQUITY SHARES,ACTIVE
237,IN90A2403016,ORIGO COMMODITIES INDIA PRIVATE LIMITED 0.0001% PP PREF 16SP38,ORIGO COMMODITIES INDIA PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
238,IN90A5V01012,AMBIENT LAND HOLDINGS LIMITED EQ PP RS.5/-,AMBIENT LAND HOLDINGS LIMITED,EQUITY SHARES,ACTIVE
239,IN90ACA01014,HBF DIRECT LIMITED EQ PP RS.6,HBF DIRECT LIMITED,EQUITY SHARES,ACTIVE
240,IN90AWK01011,SAMARESH INVESTMENTS LIMITED EQ DVR CLASS A PP RS.2/-,SAMARESH INVESTMENTS LIMITED,EQUITY SHARES,ACTIVE
241,IN90B3901016,NEMI LEASING AND FINANCE LTD EQ PP RS.5,NEMI LEASING AND FINANCE LTD,EQUITY SHARES,ACTIVE
242,IN90B5H01010,PUNJAB DYERS ASSOCIATION EQ PP RS 5.98524/-,PUNJAB DYERS ASSOCIATION,EQUITY SHARES,ACTIVE
243,IN90B7E01013,GOLKONDA ENGINEERING ENTERPRISES LIMITED EQ PP RS.5,GOLKONDA ENGINEERING ENTERPRISES LIMITED,EQUITY SHARES,ACTIVE
244,IN90BEE01010,TORRENT GAS PRIVATE LIMITED EQ PP RS.5/-,TORRENT GAS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
245,IN90BEE01028,TORRENT GAS PRIVATE LIMITED EQ PP RS.7.50/-,TORRENT GAS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
246,IN90BFC01011,CAMA HOTELS LIMITED EQ PP RS.5,CAMA HOTELS LIMITED,EQUITY SHARES,ACTIVE
247,IN90BJA01017,AARTI STEELS LIMITED EQ PP RS. 50,AARTI STEELS LIMITED,EQUITY SHARES,ACTIVE
248,IN90BKI01018,MANIPAL INDUSTRIES LIMITED EQ PP RS. 6,MANIPAL INDUSTRIES LIMITED,EQUITY SHARES,ACTIVE
249,IN90BML01018,STARWIRE (INDIA) ENGINEERING LIMITED EQ PP RS.2/-,STARWIRE (INDIA) ENGINEERING LIMITED,EQUITY SHARES,ACTIVE
250,IN90BQT01012,CREYA LEARNING AND RESEARCH PRIVATE LIMITED EQ PP RS.8/-,CREYA LEARNING AND RESEARCH PRIVATE LIMITED,EQUITY SHARES,ACTIVE
251,IN90C0X01017,CHANDAN HOSPITAL LIMITED EQ PP 2.50/-,CHANDAN HOSPITAL LIMITED,EQUITY SHARES,ACTIVE
252,IN90C4C01013,KISCO CASTINGS (INDIA) LIMITED EQ PP RS.5,KISCO CASTINGS (INDIA) LIMITED,EQUITY SHARES,ACTIVE
253,IN90C8V01014,MODERN DIAGEN SERVICES LIMITED EQ PP RS.2,MODERN DIAGEN SERVICES LIMITED,EQUITY SHARES,ACTIVE
254,IN90CAZ01011,URBANCLAP TECHNOLOGIES INDIA PRIVATE LIMITED EQ PP RE 0.50/-,URBANCLAP TECHNOLOGIES INDIA PRIVATE LIMITED,EQUITY SHARES,ACTIVE
255,IN90CBE01014,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED EQ PP RE.0.10,SANCTUM WEALTH MANAGEMENT PRIVATE LIMITED,EQUITY SHARES,ACTIVE
256,IN90CIM01012,KALE LOGISTICS SOLUTIONS PRIVATE LIMITED EQ PP RE 0.50/-,KALE LOGISTICS SOLUTIONS PRIVATE LIMITED,EQUITY SHARES,SUSPENDED
257,IN90CJA01015,SPARR ELECTRONICS LIMITED EQ PP RE.1.5/-,SPARR ELECTRONICS LIMITED,EQUITY SHARES,ACTIVE
258,IN90CPB01010,KALA BHAVAN STUDIOS LTD EQ PP RS.50/-,KALA BHAVAN STUDIOS LTD,EQUITY SHARES,ACTIVE
259,IN90CR001015,SAPCO BITUMEN COMPANY LIMITED EQ PP RS.5,SAPCO BITUMEN COMPANY LIMITED,EQUITY SHARES,ACTIVE
260,IN90D0M01019,DIAMOND INDIA LIMITED EQ PP RS.5,DIAMOND INDIA LIMITED,EQUITY SHARES,ACTIVE
261,IN90D1801016,NODWIN GAMING PRIVATE LIMITED EQ PP RE.0.10/-,NODWIN GAMING PRIVATE LIMITED,EQUITY SHARES,ACTIVE
262,IN90D6T01011,NAARI PHARMA PRIVATE LIMITED EQ PP RE 0.689/-,NAARI PHARMA PRIVATE LIMITED,EQUITY SHARES,ACTIVE
263,IN90D9E01025,URBAN LADDER HOME DECOR SOLUTIONS PRIVATE LIMITED EQ,URBAN LADDER HOME DECOR SOLUTIONS PRIVATE LIMITED,EQUITY SHARES,DELETED
264,IN90D9E03013,URBAN LADDER HOME DECOR SOLUTIONS PRIVATE LIMITED 0.01% SERIES E2 PARTLY PAID PREF 31JL37,URBAN LADDER HOME DECOR SOLUTIONS PRIVATE LIMITED,PREFERENCE SHARES,DELETED
265,IN90DLR03019,TOPPR TECHNOLOGIES PRIVATE LIMITED 0.01% SERIES C1 PARTLY PAID PREF 27FB27,TOPPR TECHNOLOGIES PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
266,IN90DT101028,HUGHES PRECISION MANUFACTURING PRIVATE LIMITED EQ PP RS.3,HUGHES PRECISION MANUFACTURING PRIVATE LIMITED,EQUITY SHARES,ACTIVE
267,IN90DTO03019,FINOVA CAPITAL PRIVATE LIMITED 0.0001% SERIES C-1 PARTLY PAID PREF 18FB41,FINOVA CAPITAL PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
268,IN90DTO03027,FINOVA CAPITAL PRIVATE LIMITED 0.0001% SERIES A-2 PARTLY PAID PREF 18FB41,FINOVA CAPITAL PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
269,IN90DTO03035,FINOVA CAPITAL PRIVATE LIMITED 0.0001% SERIES B PARTLY PAID PREF 24MR39,FINOVA CAPITAL PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
270,IN90DTO03043,FINOVA CAPITAL PRIVATE LIMITED 0.0001% SERIES C PARTLY PAID PREF 26OT40,FINOVA CAPITAL PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
271,IN90DTO03050,FINOVA CAPITAL PRIVATE LIMITED 0.0001% SERIES A-1 PARTLY PAID PREF 23NV38,FINOVA CAPITAL PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
272,IN90DZE03017,KISETSU SAISON FINANCE (INDIA) PRIVATE LIMITED PARTLY PAID PREF 08JL40,KISETSU SAISON FINANCE (INDIA) PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
273,IN90E3P01015,SHIVALIK SMALL FINANCE BANK LIMITED EQ PP RE.1/-,SHIVALIK SMALL FINANCE BANK LIMITED,EQUITY SHARES,ACTIVE
274,IN90EHC01011,BAR CODE INDIA LIMITED EQ PP RE.1/-,BAR CODE INDIA LIMITED,EQUITY SHARES,ACTIVE
275,IN90EJ501012,GENERAL COMMERCE LIMITED EQ PP RS.5/-,GENERAL COMMERCE LIMITED,EQUITY SHARES,ACTIVE
276,IN90EKW01013,BINA CARBIDE &amp; CHEMICALS LIMITED EQ PP RE.1/-,BINA CARBIDE &amp; CHEMICALS LIMITED,EQUITY SHARES,ACTIVE
277,IN90EQV01012,RAPID ESTATES PRIVATE LIMITED EQ PP RE. 1/-,RAPID ESTATES PRIVATE LIMITED,EQUITY SHARES,DELETED
278,IN90F0901010,OKARA FLOUR AND GENERAL MILLS LIMITED EQ PP RS.5/-,OKARA FLOUR AND GENERAL MILLS LIMITED,EQUITY SHARES,ACTIVE
279,IN90FF601013,STAR AGRIBAZAAR TECHNOLOGY PRIVATE  LIMITED EQ PP 2.50/-,STAR AGRIBAZAAR TECHNOLOGY PRIVATE  LIMITED,EQUITY SHARES,ACTIVE
280,IN90G1G01016,DILWARA LEASING AND INVESTMENT LIMITED EQ PP RS. PAID UP PRICE 5/-,DILWARA LEASING AND INVESTMENT LIMITED,EQUITY SHARES,ACTIVE
281,IN90G5F01019,INTER ADS LIMITED EQ PP RS. PAID UP PRICE 5/-,INTER ADS LIMITED,EQUITY SHARES,ACTIVE
282,IN90G5F01027,INTER ADS LIMITED EQ PP RS. PAID UP PRICE 2.5/-,INTER ADS LIMITED,EQUITY SHARES,ACTIVE
283,IN90GCB01019,ADDVERB TECHNOLOGIES PRIVATE LIMITED EQ PP RS. 9/-,ADDVERB TECHNOLOGIES PRIVATE LIMITED,EQUITY SHARES,ACTIVE
284,IN90GWC03011,SARALOAN TECHNOLOGIES PRIVATE LIMITED 0.001% PARTLY PAID PREF 23FB41,SARALOAN TECHNOLOGIES PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
285,IN90HF101012,VISHWA BUSES AND COACHES LIMITED EQ PP RS. 5.5/-,VISHWA BUSES AND COACHES LIMITED,EQUITY SHARES,ACTIVE
286,IN90HLB01018,BURHANI FLOORING CHAMBERS EQ PP RE. 1/-,BURHANI FLOORING CHAMBERS,EQUITY SHARES,ACTIVE
287,IN90HP001012,ALTEK BEISSEL NEEDLES LIMITED EQ PP RS. 2/-,ALTEK BEISSEL NEEDLES LIMITED,EQUITY SHARES,ACTIVE
288,IN90HPU01019,THE GREAT INDIAN LINEN AND TEXTILE INFRASTRUCTURE COMPANY PRIVATE LIMITED EQ PP RS. 4/-,THE GREAT INDIAN LINEN AND TEXTILE INFRASTRUCTURE COMPANY PRIVATE LIMITED,EQUITY SHARES,ACTIVE
289,IN90HUP01019,MEGHA PROPERTY DEVELOPERS LIMITED EQ PP RS. 5/-,MEGHA PROPERTY DEVELOPERS LIMITED,EQUITY SHARES,ACTIVE
290,IN90HVF01018,NEPRA RESOURCE MANAGEMENT PRIVATE LIMITED EQ PP RE. 0.10/-,NEPRA RESOURCE MANAGEMENT PRIVATE LIMITED,EQUITY SHARES,ACTIVE
291,IN9102A01014,HOTEL LEELA VENTURE LIMITED EQ PRODIV 061000,HOTEL LEELA VENTURE LIMITED,Equity Shares,Deleted
292,IN9103Q01018,ASSOCIATED BROADCASTING COMPANY PRIVATE LTD. EQ PP RS. 1/-,ASSOCIATED BROADCASTING COMPANY PRIVATE LTD.,EQUITY SHARES,SUSPENDED
293,IN9104B01018,FORE C SOFTWARE LIMITED PP PRODIV 150400,FORE C SOFTWARE LIMITED,EQUITY SHARES,ACTIVE
294,IN9106J01016,OZONE PROPEX PRIVATE LIMITED EQ PP RS. 6.60,OZONE PROPEX PRIVATE LIMITED,EQUITY SHARES,ACTIVE
295,IN9110D01011,GUJARAT NRE COKE LIMITED CLASS B EQ NEW NPP RS.10/-,GUJARAT NRE COKE LIMITED,EQUITY SHARES,ACTIVE
296,IN9110L01014,INFOTEL BROADBAND SERVICES LIMITED PP RE.1/-,RELIANCE JIO INFOCOMM LIMITED,Equity Shares,Deleted
297,IN9113B01019,OMEGA INT TECH EQ PRODIV 260799,OMEGA INTERACTIVE TECHNOLOGIES LTD.,Equity Shares,Deleted
298,IN9116D01018,B A G FILMS AND MEDIA LIMITED PP RE.1/-,B A G FILMS AND MEDIA LIMITED,EQUITY SHARES,ACTIVE
299,IN9117B01010,CURA TECHNOLOGIES LIMITED PP PRODIV 200400,CURA TECHNOLOGIES LIMITED,EQUITY SHARES,ACTIVE
300,IN9119A01018,BALRAMPUR CHINI MILLS LIMITED EQ PRODIV 310100,BALRAMPUR CHINI MILLS LIMITED,Equity Shares,Deleted
301,IN9120A01016,CARBORUNDUM UNI EQ PRODIV 111198,CARBORUNDUM UNIVERSAL LIMITED,Equity Shares,Deleted
302,IN9123P01018,MANTRI CORNERSTONE HOLDING PRIVATE LIMITED EQ PP RS. 60/-,MANTRI CORNERSTONE HOLDING PRIVATE LIMITED,EQUITY SHARES,ACTIVE
303,IN9124N01011,ESS KAY FINCORP LIMITED EQ PP RS. 1.75/-,ESS KAY FINCORP LIMITED,EQUITY SHARES,ACTIVE
304,IN9124Q01014,AVALON POWER PRIVATE LIMITED EQ PP RS. 30,AVALON POWER PRIVATE LIMITED,Equity Shares,Deleted
305,IN9125A01015,AMBUJA CEM. RAJ EQ PRODIV 131299,AMBUJA CEMENT RAJASTHAN LIMITED,Equity Shares,Deleted
306,IN9125A01023,AMBUJA CEM. RAJ EQ PRODIV 291299,AMBUJA CEMENT RAJASTHAN LIMITED,Equity Shares,Deleted
307,IN9125B01013,NAGPUR FOUNDRIES LIMITED PP PRODIV 060500,NAGPUR FOUNDRIES LIMITED,EQUITY SHARES,ACTIVE
308,IN9126I01016,PAN INDIA MOTORS PRIVATE LIMITED EQ CLASS A PP RS. 10/-,PAN INDIA MOTORS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
309,IN9126I01024,PAN INDIA MOTORS PRIVATE LIMITED EQ CLASS B PP RS.1/-,PAN INDIA MOTORS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
310,IN9126I01032,PAN INDIA MOTORS PRIVATE LIMITED EQ PP RS.2.5/-,PAN INDIA MOTORS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
311,IN9126I01040,PAN INDIA MOTORS PRIVATE LIMITED PP RS.5/-,PAN INDIA MOTORS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
312,IN9126I01057,PAN INDIA MOTORS PRIVATE LIMITED PP RS.7.50/-,PAN INDIA MOTORS PRIVATE LIMITED,EQUITY SHARES,ACTIVE
313,IN9128S01011,FIVE-STAR BUSINESS FINANCE LIMITED EQ  PP RE.1,FIVE-STAR BUSINESS FINANCE LIMITED,EQUITY SHARES,ACTIVE
314,IN9128S01029,FIVE-STAR BUSINESS FINANCE LIMITED EQ NEW PP RE.1/-,FIVE-STAR BUSINESS FINANCE LIMITED,EQUITY SHARES,ACTIVE
315,IN9129H01012,BINANI METALS LIMITED EQ PP RS. 50/-,BINANI METALS LIMITED,Equity Shares,Deleted
316,IN9129H01020,BINANI METALS LIMITED EQ PP RS. 500/-,BINANI METALS LIMITED,EQUITY SHARES,BLOCKED DUE TO ACA
317,IN9133K01018,EVEREST POWER PRIVATE LTD EQ PP RS 0.50/-,EVEREST POWER PRIVATE LIMITED,Equity Shares,Deleted
318,IN9135A01014,BALASORE ALLOYS LIMITED EQ NEW PP RS. 3/-,BALASORE ALLOYS LIMITED,Equity Shares,Deleted
319,IN9135W01018,UNIVERSAL SPORTSBIZ PRIVATE LIMITED EQ PP RE.0.50/-,UNIVERSAL SPORTSBIZ PRIVATE LIMITED,EQUITY SHARES,ACTIVE
320,IN9135W03014,UNIVERSAL SPORTSBIZ PRIVATE LIMITED 0.01% SERIES D1 PP PREF 18MR38,UNIVERSAL SPORTSBIZ PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
321,IN9135W03022,UNIVERSAL SPORTSBIZ PRIVATE LIMITED 0.01% SERIES EI PP PREF 10JL38,UNIVERSAL SPORTSBIZ PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
322,IN9136A01012,ISPAT INDS EQ PRODIV 180199,JSW ISPAT STEEL LIMITED,Equity Shares,Deleted
323,IN9136A01020,ISPAT INDS EQ PRODIV 080299,JSW ISPAT STEEL LIMITED,Equity Shares,Deleted
324,IN9136L01019,RELIANCE RETAIL LIMITED PP RS. 3/-,RELIANCE RETAIL LIMITED,Equity Shares,Deleted
325,IN9137B01018,INTERTEC TECHNOLOGIES LIMITED PP PRODIV 270400,INTERTEC TECHNOLOGIES LIMITED,EQUITY SHARES,ACTIVE
326,IN9139R01010,FUSION MICROFINANCE PRIVATE LIMITED EQ PP RE. 1/-,FUSION MICROFINANCE PRIVATE LIMITED,EQUITY SHARES,ACTIVE
327,IN9140A01014,PIRAMAL HEALTHCARE LIMITED EQ PRODIV 130100,PIRAMAL ENTERPRISES LIMITED,Equity Shares,Deleted
328,IN9140B01012,RCI INDUSTRIES AND TECHNOLOGIES LTD EQ PRODIV 050499,RCI INDUSTRIES AND TECHNOLOGIES LTD,EQUITY SHARES,ACTIVE
329,IN9140B01020,RCI INDUSTRIES AND TECHNOLOGIES LTD EQ PRODIV 170699,RCI INDUSTRIES AND TECHNOLOGIES LTD,EQUITY SHARES,ACTIVE
330,IN9140B01038,RCI INDUSTRIES AND TECHNOLOGIES LTD EQ PRODIV 311299,RCI INDUSTRIES AND TECHNOLOGIES LTD,EQUITY SHARES,ACTIVE
331,IN9147O01010,FULLIFE HEALTHCARE PRIVATE LIMITED EQ PP RS. 5/-,FULLIFE HEALTHCARE PRIVATE LIMITED,Equity Shares,Deleted
332,IN9147X01011,GOOD HOST SPACES PRIVATE LIMITED EQ PP RE.0.01/-,GOOD HOST SPACES PRIVATE LIMITED,EQUITY SHARES,ACTIVE
333,IN9148A01017,TN PETRO EQ PRODIV 270799,TAMILNADU PETROPRODUCTS LIMITED,Equity Shares,Deleted
334,IN9148A01025,TN PETRO EQ PRODIV 180899,TAMILNADU PETROPRODUCTS LIMITED,Equity Shares,Deleted
335,IN9148A01033,TN PETRO EQ PRODIV 271099,TAMILNADU PETROPRODUCTS LIMITED,Equity Shares,Deleted
336,IN9148G01014,ASSET RECONSTRUCTION COMPANY (INDIA) LIMITED EQ PRO DIV 02062008,ASSET RECONSTRUCTION COMPANY (INDIA) LIMITED,EQUITY SHARES,ACTIVE
337,IN9148G01022,ASSET RECONSTRUCTION COMPANY (INDIA) LIMITED EQ PRO DIV 05122008,ASSET RECONSTRUCTION COMPANY (INDIA) LIMITED,EQUITY SHARES,ACTIVE
338,IN9148O01018,DELHIVERY PRIVATE LIMITED EQ PP RE.1/-,DELHIVERY PRIVATE LIMITED,EQUITY SHARES,ACTIVE
339,IN9148O03014,DELHIVERY PRIVATE LIMITED 0.001% SERIES G PARTLY PAID  PREF 09MR24,DELHIVERY PRIVATE LIMITED,PREFERENCE SHARES,ACTIVE
340,IN9149B01013,ARCHANA SOFTWARE LIMITED PP PRODIV 050500,ARCHANA SOFTWARE LIMITED,EQUITY SHARES,ACTIVE
341,IN9150A01013,USHA ISPAT EQ PRODIV 250100,USHA ISPAT LIMITED,EQUITY SHARES,BLOCKED DUE TO ACA
342,IN9150G01010,LUX INDUSTRIES LIMITED PP RS.5/- 131003,LUX INDUSTRIES LIMITED,EQUITY SHARES,BLOCKED DUE TO ACA
343,IN9152K01018,MANYATA PROMOTERS PRIVATE LIMITED PP RS. 10/-,MANYATA PROMOTERS PRIVATE LIMITED,Equity Shares,Deleted
344,IN9154S01017,SUNCITY PROJECTS PRIVATE LIMITED EQ NEW PP RE. 1/-,SUNCITY PROJECTS PRIVATE LIMITED,Equity Shares,Deleted
345,IN9155A01012,TATA MOTORS LIMITED EQ NEW NPP RS.10/-,TATA MOTORS LIMITED,Equity Shares,Deleted
346,IN9155A01020,TATA MOTORS LIMITED EQ NEW NPP FV RS.2/- CLASS A,TATA MOTORS LIMITED,EQUITY SHARES,ACTIVE
347,IN9156H01015,I-PROCESS SERVICES (I) PVT LTD. EQ PP RS.2/-,I-PROCESS SERVICES (I) PVT LTD.,Equity Shares,Deleted
348,IN9158A01016,HERO HONDA EQ PRODIV 280998,HERO MOTOCORP LIMITED,Equity Shares,Deleted
349,IN9158C01012,CITY ONLINE SER PP PRODIV 220901,CITY ONLINE SERVICES LIMITED,EQUITY SHARES,BLOCKED DUE TO ACA
350,IN9158C01020,CITY ONLINE SERVICES LIMITED PP RS 5/- 220901,CITY ONLINE SERVICES LIMITED,EQUITY SHARES,ACTIVE
351,IN9160B01010,GLOBSYN INFOTECH LIMITED EQ PRODIV 200100,SECURE EARTH TECHNOLOGIES LIMITED,Equity Shares,Deleted
352,IN9161A01010,NIIT EQ PRODIV 310399,NIIT LIMITED,Equity Shares,Deleted
353,IN9162A01018,GUJARAT INDUSTRIES POWER COMPANY EQ PRODIV 220399,GUJARAT INDUSTRIES POWER COMPANY LIMITED,Equity Shares,Deleted
354,IN9163C01012,ESSEMM INFORMATION SYSTEMS LIMITED PP PRODIV 061100,ESSEMM INFORMATION SYSTEMS LIMITED,EQUITY SHARES,ACTIVE
355,IN9166A01019,ING VYSYA BANK EQ PRODIV 081098,ING VYSYA BANK LIMITED,Equity Shares,Deleted
356,IN9166A01027,ING VYSYA BANK EQ PRODIV 210199,ING VYSYA BANK LIMITED,Equity Shares,Deleted
