ISIN,NAME
"INF205KA1148","Invesco India Overnight Monthly IDCW Reinvest Direct Plan"
"INF205KA1155","Invesco India Overnight Monthly IDCW Payout Direct Plan"
"INF205KA1163","Invesco India Overnight Growth Direct Plan"
"INF761K01EV5","BOI AXA Overnight Daily IDCW Reinvest Direct Plan"
"INF761K01EU7","BOI AXA Overnight Growth Direct Plan"
"INF761K01EX1","BOI AXA Overnight Monthly IDCW Reinvest Direct Plan"
"INF761K01EY9","BOI AXA Overnight Monthly IDCW Payout Direct Plan"
"INF761K01EW3","BOI AXA Overnight Weekly IDCW Reinvest Direct Plan"
"INF084M01DJ5","Aditya Birla Sun Life Balanced Advantage Growth Direct Plan"
"INF084M01DL1","Aditya Birla Sun Life Balanced Advantage IDCW Payout Direct Plan"
"INF084M01DL1","Aditya Birla Sun Life Balanced Advantage IDCW Reinvest Direct Plan"
"INF109K011B2","ICICI Prudential Balanced Advantage IDCW Payout Direct Plan"
"INF109K011B2","ICICI Prudential Balanced Advantage IDCW Reinvest Direct Plan"
"INF109K012B0","ICICI Prudential Balanced Advantage Growth Direct Plan"
"INF109K015W9","ICICI Prudential Balanced Advantage Monthly IDCW Payout Direct Plan"
"INF109K015W9","ICICI Prudential Balanced Advantage Monthly IDCW Reinvest Direct Plan"
"INF109KA1Y43","ICICI Prudential Balanced Advantage Quarterly IDCW Payout Direct Plan"
"INF109KA1Y43","ICICI Prudential Balanced Advantage Quarterly IDCW Reinvest Direct Plan"
"INF173K01FF3","Principal Balanced Advantage Monthly IDCW Payout Direct Plan"
"INF173K01FG1","Principal Balanced Advantage Monthly IDCW Reinvest Direct Plan"
"INF173K01FI7","Principal Balanced Advantage Growth Direct Plan"
"INF174KA1202","Kotak Balanced Advantage IDCW Payout Direct Plan"
"INF174KA1202","Kotak Balanced Advantage IDCW Reinvest Direct Plan"
"INF174KA1210","Kotak Balanced Advantage Growth Direct Plan"
"INF179K01VY8","HDFC Balance Advantage IDCW Payout Direct Plan"
"INF179K01WA6","HDFC Balance Advantage Growth Direct Plan"
"INF179K01VY8","HDFC Balance Advantage IDCW Reinvest Direct Plan"
"INF194KA1UH1","IDFC Dynamic Equity Growth Direct Plan"
"INF194KA1UI9","IDFC Dynamic Equity IDCW Payout Direct Plan"
"INF194KA1UI9","IDFC Dynamic Equity IDCW Reinvest Direct Plan"
"INF200KA1671","SBI Dynamic Asset Allocation Growth Direct Plan"
"INF200KA1697","SBI Dynamic Asset Allocation IDCW Reinvest Direct Plan"
"INF200KA1697","SBI Dynamic Asset Allocation IDCW Payout Direct Plan"
"INF204K01G78","Nippon India Balanced Advantage IDCW Payout Direct Plan"
"INF204K01G86","Nippon India Balanced Advantage IDCW Reinvest Direct Plan"
"INF204K01G94","Nippon India Balanced Advantage Growth Direct Plan"
"INF205K01LL9","Invesco India Dynamic Equity IDCW Payout Direct Plan"
"INF205K01LM7","Invesco India Dynamic Equity IDCW Reinvest Direct Plan"
"INF205K01LN5","Invesco India Dynamic Equity Growth Direct Plan"
"INF247L01635","Motilal Oswal Dynamic Growth Direct Plan"
"INF247L01643","Motilal Oswal Dynamic Quarterly IDCW Payout Direct Plan"
"INF247L01650","Motilal Oswal Dynamic Annual IDCW Payout Direct Plan"
"INF247L01668","Motilal Oswal Dynamic Quarterly IDCW Reinvest Direct Plan"
"INF247L01676","Motilal Oswal Dynamic Annual IDCW Reinvest Direct Plan"
"INF582M01DE9","Union Balanced Advantage Growth Direct Plan"
"INF582M01DF6","Union Balanced Advantage IDCW Reinvest Direct Plan"
"INF582M01DG4","Union Balanced Advantage IDCW Payout Direct Plan"
"INF740K01K81","DSP Dynamic Asset Allocation Growth Direct Plan"
"INF740K01K99","DSP Dynamic Asset Allocation IDCW Monthly Payout Direct Plan"
"INF740K01K99","DSP Dynamic Asset Allocation Monthly IDCW Reinvest Direct Plan"
"INF754K01BP8","Edelweiss Balanced Advantage Quarterly IDCW Payout Direct Plan"
"INF754K01BQ6","Edelweiss Balanced Advantage Quarterly IDCW Reinvest Direct Plan"
"INF754K01BS2","Edelweiss Balanced Advantage Growth Direct Plan"
"INF754K01IH0","Edelweiss Balanced Advantage Monthly IDCW Payout Direct Plan"
"INF754K01II8","Edelweiss Balanced Advantage Monthly IDCW Reinvest Direct Plan"
"INF761K01BM0","BOI AXA Equity Debt Rebalancer IDCW Payout Direct Plan"
"INF761K01BN8","BOI AXA Equity Debt Rebalancer IDCW Reinvest Direct Plan"
"INF761K01BO6","BOI AXA Equity Debt Rebalancer Growth Direct Plan"
"INF846K01A29","Axis Dynamic Equity Growth Direct Plan"
"INF846K01A37","Axis Dynamic Equity IDCW Payout Direct Plan"
"INF846K01A45","Axis Dynamic Equity IDCW Reinvest Direct Plan"
"INF917K01IL5","L&T Balanced Advantage IDCW Payout Direct Plan"
"INF917K01IL5","L&T Balanced Advantage IDCW Reinvestent Reinvest Direct Plan"
"INF917K01IN1","L&T Balanced Advantage Growth Direct Plan"
"INF955L01HF7","Baroda Dynamic Equity Growth Direct Plan"
"INF955L01HG5","Baroda Dynamic Equity IDCW Payout Direct Plan"
"INF955L01HH3","Baroda Dynamic Equity IDCW Reinvest Direct Plan"
"INF277K013S8","Tata Balanced Advantage Growth Direct Plan"
"INF277K015S3","Tata Balanced Advantage IDCW Reinvest Direct Plan"
"INF277K015S3","Tata Balanced Advantage IDCW Payout Direct Plan"
"INF251K01QD9","BNP Paribas Dynamic Equity Growth Direct Plan"
"INF251K01QE7","BNP Paribas Dynamic Equity Monthly IDCW Reinvest Direct Plan"
"INF251K01QF4","BNP Paribas Dynamic Equity Monthly IDCW Payout Direct Plan"
"INF251K01QG2","BNP Paribas Dynamic Equity Quarterly IDCW Reinvest Direct Plan"
"INF251K01QH0","BNP Paribas Dynamic Equity Quarterly IDCW Payout Direct Plan"
"INF251K01QI8","BNP Paribas Dynamic Equity Annual IDCW Reinvest Direct Plan"
"INF251K01QJ6","BNP Paribas Dynamic Equity Annual IDCW Payout Direct Plan"
"INF680P01224","Shriram Balanced Advantage IDCW Reinvest Direct Plan"
"INF680P01224","Shriram Balanced Advantage IDCW Payout Direct Plan"
"INF680P01208","Shriram Balanced Advantage Growth Direct Plan"
"INF00XX01689","ITI Balanced Advantage Growth Direct Plan"
"INF00XX01697","ITI Balanced Advantage IDCW Payout Direct Plan"
"INF00XX01705","ITI Balanced Advantage IDCW Reinvest Direct Plan"
"INF903JA1IW0","Sundaram Balanced Advantage Growth Direct Plan"
"INF903JA1IY6","Sundaram Balanced Advantage IDCW Reinvest Direct Plan"
"INF903JA1IX8","Sundaram Balanced Advantage IDCW Payout Direct Plan"
"INF663L01V56","PGIM India Balanced Advantage IDCW Payout Direct Plan"
"INF663L01V64","PGIM India Balanced Advantage IDCW Reinvest Direct Plan"
"INF663L01V49","PGIM India Balanced Advantage Growth Direct Plan"
"INF090I01FZ1","Franklin India Equity Hybrid Growth Direct Plan"
"INF090I01GA2","Franklin India Equity Hybrid IDCW Payout Direct Plan"
"INF090I01GB0","Franklin India Equity Hybrid IDCW Reinvest Direct Plan"
"INF109K01X99","ICICI Prudential Equity & Debt Monthly IDCW Payout Direct Plan"
"INF109K01X99","ICICI Prudential Equity & Debt Monthly IDCW Reinvest Direct Plan"
"INF109K01Y07","ICICI Prudential Equity & Debt Growth Direct Plan"
"INF109KA1Y01","ICICI Prudential Equity & Debt Half Yearly IDCW Payout Direct Plan"
"INF109KA1Y01","ICICI Prudential Equity & Debt Half Yearly IDCW Reinvest Direct Plan"
"INF109KB1QL4","ICICI Prudential Equity & Debt Annual IDCW Payout Direct Plan"
"INF109KB1QL4","ICICI Prudential Equity & Debt Annual IDCW Reinvest Direct Plan"
"INF173K01FB2","Principal Hybrid Equity Monthly IDCW Payout Direct Plan"
"INF173K01FC0","Principal Hybrid Equity Monthly IDCW Reinvest Direct Plan"
"INF173K01FE6","Principal Hybrid Equity Growth Direct Plan"
"INF174K01F00","Kotak Equity Hybrid Growth Direct Plan"
"INF174K01LM5","Kotak Equity Hybrid IDCW Payout Direct Plan"
"INF174K01LM5","Kotak Equity Hybrid IDCW Reinvest Direct Plan"
"INF179K01XX6","HDFC Hybrid Equity IDCW Payout Direct Plan"
"INF179K01XX6","HDFC Hybrid Equity IDCW Reinvest Direct Plan"
"INF179K01XZ1","HDFC Hybrid Equity Growth Direct Plan"
"INF192K01BO4","JM Equity Hybrid IDCW Payout Direct Plan"
"INF192K01BQ9","JM Equity Hybrid Growth Direct Plan"
"INF192K01GP0","JM Equity Hybrid Bonus Principal Units Growth Direct Plan"
"INF192K01HI3","JM Equity Hybrid Half Yearly IDCW Reinvest Direct Plan"
"INF192K01HK9","JM Equity Hybrid Annual IDCW Reinvest Direct Plan"
"INF192K01HN3","JM Equity Hybrid Monthly IDCW Payout Direct Plan"
"INF192K01HR4","JM Equity Hybrid Quarterly IDCW Payout Direct Plan"
"INF192K01HV6","JM Equity Hybrid Half Yearly Bonus Principal Units Growth Direct Plan"
"INF192K01HZ7","JM Equity Hybrid Quarterly Bonus Principal Units Growth Direct Plan"
"INF192K01HH5","JM Equity Hybrid Half Yearly IDCW Payout Direct Plan"
"INF192K01HJ1","JM Equity Hybrid Annual IDCW Payout Direct Plan"
"INF192K01HO1","JM Equity Hybrid Monthly IDCW Reinvest Direct Plan"
"INF192K01HS2","JM Equity Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF192K01BP1","JM Equity Hybrid IDCW Reinvest Direct Plan"
"INF192K01HB8","JM Equity Hybrid Annual Bonus Principal Units Growth Direct Plan"
"INF194KA1U56","IDFC Hybrid Equity Growth Direct Plan"
"INF194KA1U64","IDFC Hybrid Equity IDCW Payout Direct Plan"
"INF194KA1U64","IDFC Hybrid Equity IDCW Reinvest Direct Plan"
"INF200K01RX2","SBI Equity Hybrid IDCW Payout Direct Plan"
"INF200K01RX2","SBI Equity Hybrid IDCW Reinvest Direct Plan"
"INF200K01RY0","SBI Equity Hybrid Growth Direct Plan"
"INF204K011R2","Nippon India Equity Hybrid Quarterly IDCW Payout Direct Plan"
"INF204K012R0","Nippon India Equity Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF204K01B08","Nippon India Equity Hybrid Growth Direct Plan"
"INF204K01B16","Nippon India Equity Hybrid IDCW Insured Payout Direct Plan"
"INF204K01B24","Nippon India Equity Hybrid IDCW Reinvest Direct Plan"
"INF204KB1BD7","Nippon India Equity Hybrid Monthly IDCW Payout Direct Plan"
"INF204KB1BE5","Nippon India Equity Hybrid Monthly IDCW Reinvest Direct Plan"
"INF205K013Q9","Invesco India Equity & Bond IDCW Payout Direct Plan"
"INF205K014Q7","Invesco India Equity & Bond Growth Direct Plan"
"INF205K015Q4","Invesco India Equity & Bond IDCW Reinvest Direct Plan"
"INF209K01ZC0","Aditya Birla Sun Life Equity Hybrid 95 Growth Direct Plan"
"INF209KA1LH3","Aditya Birla Sun Life Equity Hybrid 95 IDCW Payout Direct Plan"
"INF209KA1LH3","Aditya Birla Sun Life Equity Hybrid 95 IDCW Reinvest Direct Plan"
"INF247L01692","Motilal Oswal Equity Hybrid Growth Direct Plan"
"INF251K01OZ7","BNP Paribas Substantial Equity Hybrid Growth Direct Plan"
"INF251K01PA7","BNP Paribas Substantial Equity Hybrid IDCW Reinvest Direct Plan"
"INF251K01PB5","BNP Paribas Substantial Equity Hybrid IDCW Payout Direct Plan"
"INF277K01MM4","Tata Hybrid Equity Periodic IDCW Payout Direct Plan"
"INF277K01MM4","Tata Hybrid Equity Periodic IDCW Reinvest Direct Plan"
"INF277K01MN2","Tata Hybrid Equity Growth Direct Plan"
"INF277K01MP7","Tata Hybrid Equity Monthly IDCW Payout Direct Plan"
"INF277K01MP7","Tata Hybrid Equity Monthly IDCW Reinvest Direct Plan"
"INF336L01NH4","HSBC Equity Hybrid Growth Direct Plan"
"INF336L01NJ0","HSBC Equity Hybrid IDCW Payout Direct Plan"
"INF336L01NJ0","HSBC Equity Hybrid IDCW Reinvest Direct Plan"
"INF397L01IZ8","IDBI Hybrid Equity IDCW Payout Direct Plan"
"INF397L01JA9","IDBI Hybrid Equity IDCW Reinvest Direct Plan"
"INF397L01JC5","IDBI Hybrid Equity Growth Direct Plan"
"INF663L01GX2","PGIM India Hybrid Equity Growth Direct Plan"
"INF663L01GY0","PGIM India Hybrid Equity IDCW Payout Direct Plan"
"INF663L01GZ7","PGIM India Hybrid Equity IDCW Reinvest Direct Plan"
"INF663L01OA4","PGIM India Hybrid Equity Monthly IDCW Payout Direct Plan"
"INF663L01OB2","PGIM India Hybrid Equity Monthly IDCW Reinvest Direct Plan"
"INF663L01ZC6","PGIM India Hybrid Equity Annual IDCW Payout Direct Plan"
"INF663L01ZD4","PGIM India Hybrid Equity Annual IDCW Reinvest Direct Plan"
"INF663L01OE6","PGIM India Hybrid Equity Quarterly IDCW Payout Direct Plan"
"INF663L01OF3","PGIM India Hybrid Equity Quarterly IDCW Reinvest Direct Plan"
"INF680P01042","Shriram Hybrid Equity Growth Direct Plan"
"INF680P01067","Shriram Hybrid Equity IDCW Reinvest Direct Plan"
"INF680P01067","Shriram Hybrid Equity IDCW Payout Direct Plan"
"INF740K01NY4","DSP Equity & Bond Growth Direct Plan"
"INF740K01NZ1","DSP Equity & Bond IDCW Payout Direct Plan"
"INF740K01NZ1","DSP Equity & Bond IDCW Reinvest Direct Plan"
"INF754K01CB6","Edelweiss Aggressive Hybrid IDCW Payout Direct Plan"
"INF754K01CC4","Edelweiss Aggressive Hybrid IDCW Reinvest Direct Plan"
"INF754K01CE0","Edelweiss Multi Asset Allocation Growth Direct Plan"
"INF760K01EX3","Canara Robeco Equity Hybrid Monthly IDCW Payout Direct Plan"
"INF760K01EY1","Canara Robeco Equity Hybrid Monthly IDCW Reinvest Direct Plan"
"INF760K01EZ8","Canara Robeco Equity Hybrid Growth Direct Plan"
"INF761K01DM6","BOI AXA Mid & Small Cap Equity & Debt Growth Direct Plan"
"INF761K01DN4","BOI AXA Mid & Small Cap Equity & Debt IDCW Payout Direct Plan"
"INF761K01DO2","BOI AXA Mid & Small Cap Equity & Debt IDCW Reinvest Direct Plan"
"INF767K01EC2","LIC MF Equity Hybrid IDCW Payout Direct Plan"
"INF767K01ED0","LIC MF Equity Hybrid Growth Direct Plan"
"INF767K01EE8","LIC MF Equity Hybrid IDCW Reinvest Direct Plan"
"INF769K01DH9","Mirae Asset Hybrid Equity Growth Direct Plan"
"INF769K01DI7","Mirae Asset Hybrid Equity IDCW Payout Direct Plan"
"INF769K01DJ5","Mirae Asset Hybrid Equity IDCW Reinvest Direct Plan"
"INF789F01SI3","UTI Hybrid Equity IDCW Payout Direct Plan"
"INF789F01SJ1","UTI Hybrid Equity IDCW Reinvest Direct Plan"
"INF789F01SK9","UTI Hybrid Equity Growth Direct Plan"
"INF846K01E09","Axis Equity Hybrid Regular IDCW Payout Direct Plan"
"INF846K01E17","Axis Equity Hybrid Regular IDCW Reinvest Direct Plan"
"INF846K01E25","Axis Equity Hybrid Growth Direct Plan"
"INF846K01E33","Axis Equity Hybrid Monthly IDCW Payout Direct Plan"
"INF846K01E41","Axis Equity Hybrid Monthly IDCW Reinvest Direct Plan"
"INF846K01E58","Axis Equity Hybrid Quarterly IDCW Payout Direct Plan"
"INF846K01E66","Axis Equity Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF903J01MN5","Sundaram Equity Hybrid IDCW Payout Direct Plan"
"INF903J01MO3","Sundaram Equity Hybrid IDCW Reinvest Direct Plan"
"INF903J01MP0","Sundaram Equity Hybrid Growth Direct Plan"
"INF917K01LD6","L&T Hybrid Equity IDCW Payout Direct Plan"
"INF917K01LE4","L&T Hybrid Equity Growth Direct Plan"
"INF917K01TX7","L&T Hybrid Equity Annual IDCW Payout Direct Plan"
"INF917K01TX7","L&T Hybrid Equity Annual IDCW Reinvestent Reinvest Direct Plan"
"INF917K01LD6","L&T Hybrid Equity IDCW Reinvestent Reinvest Direct Plan"
"INF955L01922","Baroda Hybrid Equity B IDCW Payout Direct Plan"
"INF955L01930","Baroda Hybrid Equity B IDCW Reinvest Direct Plan"
"INF955L01948","Baroda Hybrid Equity B Growth Direct Plan"
"INF959L01CX3","Essel Equity Hybrid Growth Direct Plan"
"INF959L01CY1","Essel Equity Hybrid Normal IDCW Payout Direct Plan"
"INF959L01CZ8","Essel Equity Hybrid Normal IDCW Reinvest Direct Plan"
"INF959L01DA9","Essel Equity Hybrid Monthly IDCW Payout Direct Plan"
"INF959L01DB7","Essel Equity Hybrid Monthly IDCW Reinvest Direct Plan"
"INF959L01DC5","Essel Equity Hybrid Quarterly IDCW Payout Direct Plan"
"INF959L01DD3","Essel Equity Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF959L01DE1","Essel Equity Hybrid Half Yearly IDCW Payout Direct Plan"
"INF959L01DF8","Essel Equity Hybrid Half Yearly IDCW Reinvest Direct Plan"
"INF959L01DG6","Essel Equity Hybrid Annual IDCW Payout Direct Plan"
"INF959L01DH4","Essel Equity Hybrid Annual IDCW Reinvest Direct Plan"
"INF666M01FC9","Indiabulls Equity Hybrid IDCW Reinvest Direct Plan"
"INF666M01FB1","Indiabulls Equity Hybrid IDCW Payout Direct Plan"
"INF666M01FI6","Indiabulls Equity Hybrid Half Yearly IDCW Reinvest Direct Plan"
"INF666M01FH8","Indiabulls Equity Hybrid Half Yearly IDCW Payout Direct Plan"
"INF666M01FE5","Indiabulls Equity Hybrid Monthly IDCW Reinvest Direct Plan"
"INF666M01FD7","Indiabulls Equity Hybrid Monthly IDCW Payout Direct Plan"
"INF666M01FG0","Indiabulls Equity Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF666M01FF2","Indiabulls Equity Hybrid Quarterly IDCW Payout Direct Plan"
"INF666M01FA3","Indiabulls Equity Hybrid Growth Direct Plan"
"INF174V01788","Mahindra Hybrid Equity Nivesh Yojana Growth Direct Plan"
"INF174V01796","Mahindra Manulife Hybrid Equity Nivesh Yojana IDCW Reinvest Direct Plan"
"INF174V01796","Mahindra Manulife Hybrid Equity Nivesh Yojana IDCW Payout Direct Plan"
"INF966L01531","Quant Absolute IDCW Payout Direct Plan"
"INF966L01549","Quant Absolute IDCW Reinvest Direct Plan"
"INF966L01556","Quant Absolute Growth Direct Plan"
"INF582M01GY0","Union Hybrid Equity Growth Direct Plan"
"INF582M01GZ7","Union Hybrid Equity IDCW Reinvest Direct Plan"
"INF582M01HA8","Union Hybrid Equity IDCW Payout Direct Plan"
"INF090I01GF1","Franklin India Debt Hybrid A Growth Direct Plan"
"INF090I01GG9","Franklin India Debt Hybrid A Monthly IDCW Payout Direct Plan"
"INF090I01GH7","Franklin India Debt Hybrid A Monthly IDCW Reinvest Direct Plan"
"INF090I01GI5","Franklin India Debt Hybrid A Quarterly IDCW Payout Direct Plan"
"INF090I01GJ3","Franklin India Debt Hybrid A Quarterly IDCW Reinvest Direct Plan"
"INF109K01S39","ICICI Prudential Regular Saving Growth Direct Plan"
"INF109K01S54","ICICI Prudential Regular Saving Half Yearly IDCW Payout Direct Plan"
"INF109K01S54","ICICI Prudential Regular Saving Half Yearly IDCW Reinvest Direct Plan"
"INF109K01S70","ICICI Prudential Regular Saving Monthly IDCW Payout Direct Plan"
"INF109K01S70","ICICI Prudential Regular Saving Monthly IDCW Reinvest Direct Plan"
"INF109K01S96","ICICI Prudential Regular Saving Quarterly IDCW Payout Direct Plan"
"INF109K01S96","ICICI Prudential Regular Saving Quarterly IDCW Reinvest Direct Plan"
"INF174K01JZ1","Kotak Debt Hybrid Growth Direct Plan"
"INF174K01KB0","Kotak Debt Hybrid Monthly IDCW Payout Direct Plan"
"INF174K01KA2","Kotak Debt Hybrid IDCW Reinvest Direct Plan"
"INF174K01KB0","Kotak Debt Hybrid Monthly IDCW Reinvest Direct Plan"
"INF174K01KD6","Kotak Debt Hybrid Quarterly IDCW Payout Direct Plan"
"INF174K01KC8","Kotak Debt Hybrid IDCW Reinvest Direct Plan"
"INF174K01KD6","Kotak Debt Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF179K01XE6","HDFC Hybrid Debt Growth Direct Plan"
"INF179K01XF3","HDFC Hybrid Debt IDCW Payout Direct Plan"
"INF179K01XG1","HDFC Hybrid Debt IDCW Reinvest Direct Plan"
"INF179K01XH9","HDFC Hybrid Debt Quarterly IDCW Payout Direct Plan"
"INF179K01XI7","HDFC Hybrid Debt Quarterly IDCW Reinvest Direct Plan"
"INF179K01XF3","HDFC Hybrid Debt IDCW Reinvest Direct Plan"
"INF179K01XH9","HDFC Hybrid Debt Quarterly IDCW Reinvest Direct Plan"
"INF194K010C8","IDFC Regular Saving Quarterly IDCW Payout Direct Plan"
"INF194K010C8","IDFC Regular Saving Quarterly IDCW Reinvest Direct Plan"
"INF194K015B9","IDFC Regular Saving Growth Direct Plan"
"INF194K017B5","IDFC Regular Saving IDCW Payout Direct Plan"
"INF194K017B5","IDFC Regular Saving IDCW Reinvest Direct Plan"
"INF200K01TR0","SBI Debt Hybrid Annual IDCW Payout Direct Plan"
"INF200K01TR0","SBI Debt Hybrid Annual IDCW Reinvest Direct Plan"
"INF200K01TS8","SBI Debt Hybrid Growth Direct Plan"
"INF200K01TU4","SBI Debt Hybrid Monthly IDCW Payout Direct Plan"
"INF200K01TU4","SBI Debt Hybrid Monthly IDCW Reinvest Direct Plan"
"INF200K01TW0","SBI Debt Hybrid Quarterly IDCW Payout Direct Plan"
"INF200K01TW0","SBI Debt Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF204K01YV4","Nippon India Hybrid Bond Growth Direct Plan"
"INF204K01YW2","Nippon India Hybrid Bond Monthly IDCW Payout Direct Plan"
"INF204K01YX0","Nippon India Hybrid Bond Monthly IDCW Reinvest Direct Plan"
"INF204K01YY8","Nippon India Hybrid Bond Quarterly IDCW Payout Direct Plan"
"INF204K01YZ5","Nippon India Hybrid Bond Quarterly IDCW Reinvest Direct Plan"
"INF209K01R47","Aditya Birla Sun Life Regular Saving Monthly IDCW Payout Direct Plan"
"INF209K01R47","Aditya Birla Sun Life Regular Saving Monthly IDCW Reinvest Direct Plan"
"INF209K01XH4","Aditya Birla Sun Life Regular Saving Growth Direct Plan"
"INF209K01XJ0","Aditya Birla Sun Life Regular Saving Monthly Payment Growth Direct Plan"
"INF251K01HR8","BNP Paribas Conservative Hybrid Growth Direct Plan"
"INF251K01HS6","BNP Paribas Conservative Hybrid Monthly IDCW Payout Direct Plan"
"INF251K01HT4","BNP Paribas Conservative Hybrid Monthly IDCW Reinvest Direct Plan"
"INF251K01HU2","BNP Paribas Conservative Hybrid Quarterly IDCW Payout Direct Plan"
"INF251K01HV0","BNP Paribas Conservative Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF336L01DW4","HSBC Regular Saving Growth Direct Plan"
"INF336L01DY0","HSBC Regular Saving Monthly IDCW Payout Direct Plan"
"INF336L01DY0","HSBC Regular Saving Monthly IDCW Reinvest Direct Plan"
"INF336L01EA8","HSBC Regular Saving Quarterly IDCW Payout Direct Plan"
"INF336L01EA8","HSBC Regular Saving Quarterly IDCW Reinvest Direct Plan"
"INF666M01BK1","Indiabulls Saving Income Growth Direct Plan"
"INF666M01BL9","Indiabulls Saving Income IDCW Payout Direct Plan"
"INF666M01BM7","Indiabulls Saving Income IDCW Reinvest Direct Plan"
"INF666M01DQ4","Indiabulls Saving Income Quarterly IDCW Payout Direct Plan"
"INF666M01DR2","Indiabulls Saving Income Quarterly IDCW Reinvest Direct Plan"
"INF740K01NO5","DSP Regular Saving Growth Direct Plan"
"INF740K01NP2","DSP Regular Saving IDCW Monthly Payout Direct Plan"
"INF740K01NP2","DSP Regular Saving Monthly IDCW Reinvest Direct Plan"
"INF740K01NQ0","DSP Regular Saving IDCW Quarterly Payout Direct Plan"
"INF740K01NQ0","DSP Regular Saving IDCW Quarterly Reinvest Direct Plan"
"INF760K01FZ5","Canara Robeco Conservative Hybrid Monthly IDCW Payout Direct Plan"
"INF760K01GA6","Canara Robeco Conservative Hybrid Monthly IDCW Reinvest Direct Plan"
"INF760K01GB4","Canara Robeco Conservative Hybrid Growth Direct Plan"
"INF760K01GC2","Canara Robeco Conservative Hybrid Quarterly IDCW Payout Direct Plan"
"INF760K01GD0","Canara Robeco Conservative Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF761K01793","BOI AXA Conservative Hybrid Annual IDCW Payout Direct Plan"
"INF761K01801","BOI AXA Conservative Hybrid Annual IDCW Reinvest Direct Plan"
"INF761K01819","BOI AXA Conservative Hybrid Growth Direct Plan"
"INF761K01827","BOI AXA Conservative Hybrid Monthly IDCW Reinvest Direct Plan"
"INF761K01835","BOI AXA Conservative Hybrid Monthly IDCW Payout Direct Plan"
"INF761K01843","BOI AXA Conservative Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF761K01850","BOI AXA Conservative Hybrid Quarterly IDCW Payout Direct Plan"
"INF767K01EO7","LIC MF Debt Hybrid Growth Direct Plan"
"INF767K01EP4","LIC MF Debt Hybrid Monthly IDCW Payout Direct Plan"
"INF767K01EQ2","LIC MF Debt Hybrid Quarterly IDCW Payout Direct Plan"
"INF767K01ER0","LIC MF Debt Hybrid Yearly IDCW Payout Direct Plan"
"INF767K01ES8","LIC MF Debt Hybrid Monthly IDCW Reinvest Direct Plan"
"INF767K01ET6","LIC MF Debt Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF767K01EU4","LIC MF Debt Hybrid Yearly IDCW Reinvest Direct Plan"
"INF789F01UH1","UTI Regular Saving Flexi IDCW Payout Direct Plan"
"INF789F01UI9","UTI Regular Saving Flexi IDCW Reinvest Direct Plan"
"INF789F01UJ7","UTI Regular Saving Growth Direct Plan"
"INF789F01UK5","UTI Regular Saving Monthly IDCW Payout Direct Plan"
"INF789F01UL3","UTI Regular Saving Monthly IDCW Reinvest Direct Plan"
"INF789F01UM1","UTI Regular Saving IDCW Payout Direct Plan"
"INF846K01DY0","Axis Regular Saver Annual IDCW Payout Direct Plan"
"INF846K01DZ7","Axis Regular Saver Annual IDCW Reinvest Direct Plan"
"INF846K01EA8","Axis Regular Saver Growth Direct Plan"
"INF846K01EB6","Axis Regular Saver Half Yearly IDCW Payout Direct Plan"
"INF846K01EC4","Axis Regular Saver Half Yearly IDCW Reinvest Direct Plan"
"INF846K01ED2","Axis Regular Saver Quarterly IDCW Payout Direct Plan"
"INF846K01EE0","Axis Regular Saver Quarterly IDCW Reinvest Direct Plan"
"INF903J01OP6","Sundaram Debt Oriented Hybrid Growth Direct Plan"
"INF903J01OQ4","Sundaram Debt Oriented Hybrid Monthly IDCW Payout Direct Plan"
"INF903J01OR2","Sundaram Debt Oriented Hybrid Quarterly IDCW Payout Direct Plan"
"INF903J01OS0","Sundaram Debt Oriented Hybrid Half Yearly IDCW Payout Direct Plan"
"INF903J01OT8","Sundaram Debt Oriented Hybrid Monthly IDCW Reinvest Direct Plan"
"INF903J01OU6","Sundaram Debt Oriented Hybrid Quarterly IDCW Reinvest Direct Plan"
"INF903J01OV4","Sundaram Debt Oriented Hybrid Half Yearly IDCW Reinvest Direct Plan"
"INF917K01GF1","L&T Conservative Hybrid Growth Direct Plan"
"INF917K01GG9","L&T Conservative Hybrid Monthly IDCW Payout Direct Plan"
"INF917K01GG9","L&T Conservative Hybrid Monthly IDCW Reinvestent Reinvest Direct Plan"
"INF917K01GI5","L&T Conservative Hybrid Quarterly IDCW Payout Direct Plan"
"INF917K01GI5","L&T Conservative Hybrid Quarterly IDCW Reinvestent Reinvest Direct Plan"
"INF955L01AO4","Baroda Conservative Hybrid B Monthly IDCW Payout Direct Plan"
"INF955L01AP1","Baroda Conservative Hybrid B Monthly IDCW Reinvest Direct Plan"
"INF955L01AQ9","Baroda Conservative Hybrid B Growth Direct Plan"
