ISIN,NAME
"INF090I01IO9","Franklin India Smaller Companies IDCW Payout Direct Plan"
"INF090I01IP6","Franklin India Smaller Companies IDCW Reinvest Direct Plan"
"INF090I01IQ4","Franklin India Smaller Companies Growth Direct Plan"
"INF109K014M3","ICICI Prudential Smallcap IDCW Payout Direct Plan"
"INF109K014M3","ICICI Prudential Smallcap IDCW Reinvest Direct Plan"
"INF109K015M0","ICICI Prudential Smallcap Growth Direct Plan"
"INF174K01KT2","Kotak Small Cap Growth Direct Plan"
"INF174K01KV8","Kotak Small Cap IDCW Payout Direct Plan"
"INF174K01KU0","Kotak Small Cap IDCW Reinvest Direct Plan"
"INF174K01KV8","Kotak Small Cap IDCW Reinvest Direct Plan"
"INF179KA1RW5","HDFC Small Cap Growth Direct Plan"
"INF179KA1RX3","HDFC Small Cap IDCW Payout Direct Plan"
"INF179KA1RY1","HDFC Small Cap IDCW Reinvest Direct Plan"
"INF179KA1RX3","HDFC Small Cap IDCW Reinvest Direct Plan"
"INF200K01T51","SBI Small Cap Growth Direct Plan"
"INF200K01T77","SBI Small Cap IDCW Payout Direct Plan"
"INF200K01T77","SBI Small Cap IDCW Reinvest Direct Plan"
"INF204K01J83","Nippon India Small Cap Bonus Bonus Growth Direct Plan"
"INF204K01J91","Nippon India Small Cap IDCW Payout Direct Plan"
"INF204K01K07","Nippon India Small Cap IDCW Reinvest Direct Plan"
"INF204K01K15","Nippon India Small Cap Growth Direct Plan"
"INF205K012T5","Invesco India Small Cap IDCW Payout Direct Plan"
"INF205K013T3","Invesco India Small Cap Growth Direct Plan"
"INF205K015T8","Invesco India Small Cap IDCW Reinvest Direct Plan"
"INF209K01WM6","Aditya Birla Sun Life Small Cap IDCW Payout Direct Plan"
"INF209K01WM6","Aditya Birla Sun Life Small Cap IDCW Reinvest Direct Plan"
"INF209K01WN4","Aditya Birla Sun Life Small Cap Growth Direct Plan"
"INF277K011O1","Tata Small Cap Growth Direct Plan"
"INF277K012O9","Tata Small Cap IDCW Payout Direct Plan"
"INF277K012O9","Tata Small Cap IDCW Reinvest Direct Plan"
"INF336L01DP8","HSBC Small Cap Equity IDCW Payout Direct Plan"
"INF336L01DP8","HSBC Small Cap Equity IDCW Reinvest Direct Plan"
"INF336L01DQ6","HSBC Small Cap Equity Growth Direct Plan"
"INF397L01JP7","IDBI Small Cap IDCW Payout Direct Plan"
"INF397L01JQ5","IDBI Small Cap IDCW Reinvest Direct Plan"
"INF397L01JS1","IDBI Small Cap Growth Direct Plan"
"INF582M01BU9","Union Small Cap Growth Direct Plan"
"INF582M01BV7","Union Small Cap IDCW Reinvest Direct Plan"
"INF582M01BW5","Union Small Cap IDCW Payout Direct Plan"
"INF740K01QD1","DSP Small Cap Growth Direct Plan"
"INF740K01QE9","DSP Small Cap IDCW Payout Direct Plan"
"INF740K01QE9","DSP Small Cap IDCW Reinvest Direct Plan"
"INF903J01NI3","Sundaram Small Cap IDCW Payout Direct Plan"
"INF903J01NJ1","Sundaram Small Cap IDCW Reinvest Direct Plan"
"INF903J01NK9","Sundaram Small Cap Growth Direct Plan"
"INF917K01PZ0","L&T Emerging Businesses IDCW Payout Direct Plan"
"INF917K01QA1","L&T Emerging Businesses Growth Direct Plan"
"INF917K01XP5","L&T Emerging Businesses IDCW Payout Direct Plan"
"INF917K01PZ0","L&T Emerging Businesses IDCW Reinvestent Reinvest Direct Plan"
"INF761K01EO0","BOI AXA Small Cap IDCW Payout Direct Plan"
"INF761K01ES1","BOI AXA Small Cap IDCW Reinvest Direct Plan"
"INF761K01EP7","BOI AXA Small Cap Growth Direct Plan"
"INF846K01K43","Axis Small Cap IDCW Payout Direct Plan"
"INF846K01K50","Axis Small Cap IDCW Reinvest Direct Plan"
"INF846K01K35","Axis Small Cap Growth Direct Plan"
"INF754K01JN6","Edelweiss Small Cap Growth Direct Plan"
"INF754K01JP1","Edelweiss Small Cap IDCW Reinvest Direct Plan"
"INF754K01JO4","Edelweiss Small Cap IDCW Payout Direct Plan"
"INF760K01JC6","Canara Robeco Small Cap Growth Direct Plan"
"INF760K01JD4","Canara Robeco Small Cap IDCW Payout Direct Plan"
"INF760K01JE2","Canara Robeco Small Cap IDCW Reinvest Direct Plan"
"INF173K01OL3","Principal Small Cap IDCW Payout Direct Plan"
"INF173K01ON9","Principal Small Cap IDCW Reinvest Direct Plan"
"INF173K01OK5","Principal Small Cap Growth Direct Plan"
"INF966L01663","Quant Small Cap IDCW Payout Direct Plan"
"INF966L01671","Quant Small Cap IDCW Reinvest Direct Plan"
"INF966L01689","Quant Small Cap Growth Direct Plan"
"INF00XX01747","ITI Small Cap Growth Direct Plan"
"INF00XX01754","ITI Small Cap IDCW Payout Direct Plan"
"INF00XX01762","ITI Small Cap IDCW Reinvest Direct Plan"
"INF194KB1AL4","IDFC Emerging Businesses Growth Direct Plan"
"INF194KB1AM2","IDFC Emerging Businesses IDCW Payout Direct Plan"
"INF789F1AUR9","UTI Small Cap IDCW Payout Direct Plan"
"INF789F1AUQ1","UTI Small Cap Growth Direct Plan"
"INF090I01IR2","Templeton India Equity Income IDCW Payout Direct Plan"
"INF090I01IS0","Templeton India Equity Income IDCW Reinvest Direct Plan"
"INF090I01IT8","Templeton India Equity Income Growth Direct Plan"
"INF109KA1UA0","ICICI Prudential Yield Equity Growth Direct Plan"
"INF109KA1UC6","ICICI Prudential Yield Equity IDCW Payout Direct Plan"
"INF109KA1UC6","ICICI Prudential Yield Equity IDCW Reinvest Direct Plan"
"INF173K01ES9","Principal Yield Half Yearly IDCW Payout Direct Plan"
"INF173K01ET7","Principal Yield Half Yearly IDCW Reinvest Direct Plan"
"INF173K01EV3","Principal Yield Growth Direct Plan"
"INF209K01Q55","Aditya Birla Sun Life Yield IDCW Payout Direct Plan"
"INF209K01Q55","Aditya Birla Sun Life IDCW Yield IDCW Reinvest Direct Plan"
"INF209K01WA1","Aditya Birla Sun Life Yield Growth Direct Plan"
"INF789F01SU8","UTI Yield IDCW Payout Direct Plan"
"INF789F01SV6","UTI Yield IDCW Reinvest Direct Plan"
"INF789F01SW4","UTI Yield Growth Direct Plan"
"INF397L01LC1","IDBI Yield Growth Direct Plan"
"INF397L01LA5","IDBI Yield IDCW Reinvest Direct Plan"
"INF397L01KZ4","IDBI Yield IDCW Payout Direct Plan"
"INF179KC1AO6","HDFC Yield Growth Direct Plan"
"INF179KC1AP3","HDFC Yield IDCW Payout Direct Plan"
"INF179KC1AP3","HDFC Yield IDCW Reinvest Direct Plan"
"INF277K016Z6","Tata Yield IDCW Reinvest Direct Plan"
"INF277K016Z6","Tata Yield IDCW Payout Direct Plan"
"INF277K015Z8","Tata Yield Growth Direct Plan"
"INF090I01IU6","Franklin India Focused Equity IDCW Payout Direct Plan"
"INF090I01IV4","Franklin India Focused Equity IDCW Reinvest Direct Plan"
"INF090I01IW2","Franklin India Focused Equity Growth Direct Plan"
"INF109K017N4","ICICI Prudential Focused Equity IDCW Payout Direct Plan"
"INF109K017N4","ICICI Prudential Focused Equity IDCW Reinvest Direct Plan"
"INF109K018N2","ICICI Prudential Focused Equity Growth Direct Plan"
"INF173K01EK6","Principal Focused Multicap Growth Direct Plan"
"INF173K01EL4","Principal Focused Multicap Half Yearly IDCW Reinvest Direct Plan"
"INF173K01EM2","Principal Focused Multicap Half Yearly IDCW Payout Direct Plan"
"INF179K01VI1","HDFC Focused 30 IDCW Payout Direct Plan"
"INF179K01VJ9","HDFC Focused 30 IDCW Reinvest Direct Plan"
"INF179K01VK7","HDFC Focused 30 Growth Direct Plan"
"INF179K01VI1","HDFC Focused 30 IDCW Reinvest Direct Plan"
"INF192K01BU1","JM Core 11 IDCW Payout Direct Plan"
"INF192K01BW7","JM Core 11 Growth Direct Plan"
"INF192K01BV9","JM Core 11 IDCW Reinvest Direct Plan"
"INF194K01W21","IDFC Focused Equity Growth Direct Plan"
"INF194K01W39","IDFC Focused Equity IDCW Payout Direct Plan"
"INF194K01W39","IDFC Focused Equity IDCW Reinvest Direct Plan"
"INF200K01RI3","SBI Focused Equity IDCW Payout Direct Plan"
"INF200K01RI3","SBI Focused Equity IDCW Reinvest Direct Plan"
"INF200K01RJ1","SBI Focused Equity Growth Direct Plan"
"INF204K01F79","Nippon India Focused Equity IDCW Payout Direct Plan"
"INF204K01F87","Nippon India Focused Equity IDCW Reinvest Direct Plan"
"INF204K01F95","Nippon India Focused Equity Growth Direct Plan"
"INF209K01Q71","Aditya Birla Sun Life Focused Equity IDCW Payout Direct Plan"
"INF209K01Q71","Aditya Birla Sun Life Focused Equity IDCW Reinvest Direct Plan"
"INF209K01WE3","Aditya Birla Sun Life Focused Equity Growth Direct Plan"
"INF247L01189","Motilal Oswal Focused 25 Growth Direct Plan"
"INF247L01197","Motilal Oswal Focused 25 IDCW Reinvest Direct Plan"
"INF247L01205","Motilal Oswal Focused 25 IDCW Payout Direct Plan"
"INF251K01PN0","BNP Paribas Focused 25 Equity Growth Direct Plan"
"INF251K01PO8","BNP Paribas Focused 25 Equity IDCW Payout Direct Plan"
"INF251K01PP5","BNP Paribas Focused 25 Equity IDCW Reinvest Direct Plan"
"INF397L01JX1","IDBI Focused 30 Equity IDCW Payout Direct Plan"
"INF397L01JY9","IDBI Focused 30 Equity IDCW Reinvest Direct Plan"
"INF397L01KA7","IDBI Focused 30 Equity Growth Direct Plan"
"INF579M01902","IIFL Focused Equity Growth Direct Plan"
"INF579M01910","IIFL Focused Equity IDCW Payout Direct Plan"
"INF579M01928","IIFL Focused Equity IDCW Reinvest Direct Plan"
"INF740K01OB0","DSP Focus Growth Direct Plan"
"INF740K01OC8","DSP Focus IDCW Payout Direct Plan"
"INF740K01OC8","DSP Focus IDCW Reinvest Direct Plan"
"INF846K01CO3","Axis Focused 25 IDCW Payout Direct Plan"
"INF846K01CP0","Axis Focused 25 IDCW Reinvest Direct Plan"
"INF846K01CQ8","Axis Focused 25 Growth Direct Plan"
"INF903J01MT2","Sundaram Select Focus IDCW Payout Direct Plan"
"INF903J01MU0","Sundaram Select Focus IDCW Reinvest Direct Plan"
"INF903J01MV8","Sundaram Select Focus Growth Direct Plan"
"INF917K01A80","L&T Focused Equity IDCW Reinvestent Reinvest Direct Plan"
"INF917K01A98","L&T Focused Equity Growth Direct Plan"
"INF917K01A80","L&T Focused Equity IDCW Payout Direct Plan"
"INF769K01EU0","Mirae Asset Focused Growth Direct Plan"
"INF769K01ET2","Mirae Asset Focused IDCW Payout Direct Plan"
"INF769K01EW6","Mirae Asset Focused IDCW Reinvest Direct Plan"
"INF174KA1EN7","Kotak Focused Equity Growth Direct Plan"
"INF174KA1EO5","Kotak Focused Equity IDCW Reinvest Direct Plan"
"INF174KA1EO5","Kotak Focused Equity IDCW Payout Direct Plan"
"INF582M01FS4","Union Focused Growth Direct Plan"
"INF582M01FU0","Union Focused IDCW Payout Direct Plan"
"INF582M01FT2","Union Focused IDCW Reinvest Direct Plan"
"INF966L01838","Quant Focused IDCW Payout Direct Plan"
"INF966L01846","Quant Focused IDCW Reinvest Direct Plan"
"INF966L01853","Quant Focused Growth Direct Plan"
"INF277K018X7","Tata Focused Equity IDCW Payout Direct Plan"
"INF277K018X7","Tata Focused Equity IDCW Reinvest Direct Plan"
"INF277K017X9","Tata Focused Equity Growth Direct Plan"
"INF336L01PD8","HSBC Focused Equity IDCW Reinvest Direct Plan"
"INF336L01PD8","HSBC Focused Equity IDCW Payout Direct Plan"
"INF336L01PB2","HSBC Focused Equity Growth Direct Plan"
"INF205KA1213","Invesco India Focused 20 Equity Growth Direct Plan"
"INF205KA1205","Invesco India Focused 20 Equity IDCW Payout Direct Plan"
"INF205KA1221","Invesco India Focused 20 Equity IDCW Reinvest Direct Plan"
"INF174V01AG7","Mahindra Manulife Focused Equity Yojana Growth Direct Plan"
"INF174V01AH5","Mahindra Manulife Focused Equity Yojana IDCW Reinvest Direct Plan"
"INF174V01AH5","Mahindra Manulife Focused Equity Yojana IDCW Payout Direct Plan"
"INF760K01JQ6","Canara Robeco Focused Equity Growth Direct Plan"
"INF760K01JR4","Canara Robeco Focused Equity IDCW Reinvest Direct Plan"
"INF760K01JS2","Canara Robeco Focused Equity IDCW Payout Direct Plan"
"INF109K013O1","ICICI Prudential Multicap IDCW Payout Direct Plan"
"INF109K013O1","ICICI Prudential Multicap IDCW Reinvest Direct Plan"
"INF109K014O9","ICICI Prudential Multicap Growth Direct Plan"
"INF173K01FN7","Principal Multi Cap Growth Fund Half Yearly IDCW Payout Direct Plan"
"INF173K01FO5","Principal Multi Cap Growth Fund Half Yearly IDCW Reinvest Direct Plan"
"INF173K01FQ0","Principal Multi Cap Growth Fund Growth Direct Plan"
"INF174V01341","Mahindra Mutual Badhat Yojana Growth Direct Plan"
"INF174V01358","Mahindra Manulife Multi Cap Badhat Yojana IDCW Reinvest Direct Plan"
"INF174V01358","Mahindra Manulife Multi Cap Badhat Yojana IDCW Payout Direct Plan"
"INF204K01D55","Nippon India Multi Cap Bonus Bonus Growth Direct Plan"
"INF204K01XD4","Nippon India Multi Cap IDCW Payout Direct Plan"
"INF204K01XE2","Nippon India Multi Cap IDCW Reinvest Direct Plan"
"INF204K01XF9","Nippon India Multi Cap Growth Direct Plan"
"INF205K01MQ6","Invesco India Multicap IDCW Payout Direct Plan"
"INF205K01MR4","Invesco India Multicap IDCW Reinvest Direct Plan"
"INF205K01MS2","Invesco India Multicap Growth Direct Plan"
"INF251K01HI7","BNP Paribas Multi Cap IDCW Payout Direct Plan"
"INF251K01HJ5","BNP Paribas Multi Cap IDCW Reinvest Direct Plan"
"INF251K01HK3","BNP Paribas Multi Cap Growth Direct Plan"
"INF955L01AE5","Baroda Multi Cap B IDCW Payout Direct Plan"
"INF955L01AF2","Baroda Multi Cap B IDCW Reinvest Direct Plan"
"INF955L01AG0","Baroda Multi Cap B Growth Direct Plan"
"INF00XX01168","ITI Multi Cap Growth Direct Plan"
"INF00XX01176","ITI Multi Cap IDCW Payout Direct Plan"
"INF00XX01184","ITI Multi Cap IDCW Reinvest Direct Plan"
"INF903JA1IK5","Sundaram Equity Growth Direct Plan"
"INF903JA1IM1","Sundaram Equity IDCW Reinvest Direct Plan"
"INF903JA1IL3","Sundaram Equity IDCW Payout Direct Plan"
"INF966L01598","Quant Active IDCW Payout Direct Plan"
"INF966L01606","Quant Active IDCW Reinvest Direct Plan"
"INF966L01614","Quant Active Growth Direct Plan"
"INF666M01HE1","Indiabulls Multi Cap IDCW Payout Direct Plan"
"INF666M01HF8","Indiabulls Multi Cap IDCW Reinvest Direct Plan"
"INF666M01HD3","Indiabulls Multi Cap Growth Direct Plan"
"INF209KB1Y49","Aditya Birla Sun Life Multi Cap Growth Direct Plan"
"INF209KB1Y56","Aditya Birla Sun Life Multi Cap IDCW Payout Direct Plan"
"INF174K01KZ9","Kotak India EQ Contra Growth Direct Plan"
"INF174K01LB8","Kotak India EQ Contra IDCW Payout Direct Plan"
"INF174K01LA0","Kotak India EQ Contra IDCW Reinvest Direct Plan"
"INF174K01LB8","Kotak India EQ Contra IDCW Reinvest Direct Plan"
"INF200K01QZ9","SBI Contra IDCW Payout Direct Plan"
"INF200K01QZ9","SBI Contra IDCW Reinvest Direct Plan"
"INF200K01RA0","SBI Contra Growth Direct Plan"
"INF205K01LC8","Invesco India Contra IDCW Payout Direct Plan"
"INF205K01LD6","Invesco India Contra IDCW Reinvest Direct Plan"
"INF205K01LE4","Invesco India Contra Growth Direct Plan"
"INF200K01SD2","SBI Magnum Equity ESG IDCW Payout Direct Plan"
"INF200K01SD2","SBI Magnum Equity ESG IDCW Reinvest Direct Plan"
"INF200K01SE0","SBI Magnum Equity ESG Growth Direct Plan"
"INF082J01382","Quantum India ESG Equity Growth Direct Plan"
"INF846K01W49","Axis ESG Equity IDCW Reinvest Direct Plan"
"INF846K01W31","Axis ESG Equity IDCW Payout Direct Plan"
"INF846K01W23","Axis ESG Equity Growth Direct Plan"
"INF109KC1O09","ICICI Prudential ESG Growth Direct Plan"
"INF109KC1O17","ICICI Prudential ESG IDCW Reinvest Direct Plan"
"INF109KC1O17","ICICI Prudential ESG IDCW Payout Direct Plan"
"INF966L01AE2","Quant ESG Equity IDCW Payout Direct Plan"
"INF966L01AD4","Quant ESG Equity Growth Direct Plan"
"INF966L01AG7","Quant ESG Equity IDCW Reinvest Direct Plan"
"INF769K01GQ3","Mirae Asset ESG Sector Leaders Fund Of Fund Growth Direct Plan"
"INF769K01GP5","Mirae Asset ESG Sector Leaders Fund Of Fund IDCW Payout Direct Plan"
"INF769K01GR1","Mirae Asset ESG Sector Leaders Fund Of Fund IDCW Reinvest Direct Plan"
"INF174KA1FI4","Kotak ESG Opportunities Growth Direct Plan"
"INF174KA1FJ2","Kotak ESG Opportunities IDCW Reinvest Direct Plan"
"INF174KA1FJ2","Kotak ESG Opportunities IDCW Payout Direct Plan"
"INF209KB1U76","Aditya Birla Sun Life ESG Growth Direct Plan"
"INF209KB1U84","Aditya Birla Sun Life ESG IDCW Payout Direct Plan"
"INF209KB1U84","Aditya Birla Sun Life ESG IDCW Reinvest Direct Plan"
"INF205KA1338","Invesco India ESG Equity Growth Direct Plan"
"INF205KA1320","Invesco India ESG Equity IDCW Of Income Distribution Cum Capital Withdrawal Payout Direct Plan"
"INF205KA1346","Invesco India ESG Equity IDCW Reinvest Direct Plan"
"INF044D01CQ5","Taurus Nifty Index Growth Direct Plan"
"INF044D01CR3","Taurus Nifty Index IDCW Payout Direct Plan"
"INF044D01CS1","Taurus Nifty Index IDCW Reinvest Direct Plan"
"INF090I01GQ8","Franklin India Index Nifty IDCW Payout Direct Plan"
"INF090I01GR6","Franklin India Index Nifty IDCW Reinvest Direct Plan"
"INF090I01GS4","Franklin India Index Nifty Growth Direct Plan"
"INF109K012M7","ICICI Prudential Nifty Index Growth Direct Plan"
"INF109K01Y72","ICICI Prudential Nifty Next 50 Index IDCW Reinvest Direct Plan"
"INF109K01Y72","ICICI Prudential Nifty Next 50 Index IDCW Payout Direct Plan"
"INF109K01Y80","ICICI Prudential Nifty Next 50 Index Growth Direct Plan"
"INF109KB10X0","ICICI Prudential Sensex Index Growth Direct Plan"
"INF109KB12X6","ICICI Prudential Sensex Index IDCW Reinvest Direct Plan"
"INF109KB12X6","ICICI Prudential Sensex Index IDCW Payout Direct Plan"
"INF109KB1NM9","ICICI Prudential Nifty Index IDCW Payout Direct Plan"
"INF109KB1NM9","ICICI Prudential Nifty Index IDCW Reinvest Direct Plan"
"INF173K01EW1","Principal Nifty 100 Equal Weight IDCW Payout Direct Plan"
"INF173K01EX9","Principal Nifty 100 Equal Weight IDCW Reinvest Direct Plan"
"INF173K01EZ4","Principal Nifty 100 Equal Weight Growth Direct Plan"
"INF179K01WM1","HDFC Index Nifty 50 Growth Direct Plan"
"INF179K01WN9","HDFC Index Sensex Growth Direct Plan"
"INF194K012A8","IDFC Nifty Growth Direct Plan"
"INF194K013A6","IDFC Nifty IDCW Payout Direct Plan"
"INF194K013A6","IDFC Nifty IDCW Reinvest Direct Plan"
"INF200K01TD0","SBI Nifty Index IDCW Payout Direct Plan"
"INF200K01TD0","SBI Nifty Index IDCW Reinvest Direct Plan"
"INF200K01TE8","SBI Nifty Index Growth Direct Plan"
"INF200KA1W00","SBI Nifty Next 50 Index Growth Direct Plan"
"INF200KA1W26","SBI Nifty Next 50 Index IDCW Payout Direct Plan"
"INF200KA1W26","SBI Nifty Next 50 Index IDCW Reinvest Direct Plan"
"INF204K01H02","Nippon India Index Nifty Bonus Bonus Growth Direct Plan"
"INF204K01H10","Nippon India Index Nifty Yearly IDCW Payout Direct Plan"
"INF204K01H28","Nippon India Index Nifty Yearly IDCW Reinvest Direct Plan"
"INF204K01H36","Nippon India Index Nifty Growth Direct Plan"
"INF204K01H44","Nippon India Index Nifty Half Yearly IDCW Payout Direct Plan"
"INF204K01H51","Nippon India Index Nifty Half Yearly IDCW Reinvest Direct Plan"
"INF204K01H69","Nippon India Index Nifty Quarterly IDCW Payout Direct Plan"
"INF204K01H77","Nippon India Index Nifty Quarterly IDCW Reinvest Direct Plan"
"INF204K01K56","Nippon India Index Sensex Bonus Bonus Growth Direct Plan"
"INF204K01K64","Nippon India Index Sensex Yearly IDCW Payout Direct Plan"
"INF204K01K72","Nippon India Index Sensex Yearly IDCW Reinvest Direct Plan"
"INF204K01K80","Nippon India Index Sensex Growth Direct Plan"
"INF204K01K98","Nippon India Index Sensex Half Yearly IDCW Payout Direct Plan"
"INF204K01L06","Nippon India Index Sensex Half Yearly IDCW Reinvest Direct Plan"
"INF204K01L14","Nippon India Index Sensex Quarterly IDCW Payout Direct Plan"
"INF204K01L22","Nippon India Index Sensex Quarterly IDCW Reinvest Direct Plan"
"INF204KB15W0","Nippon India Nifty Smallcap 250 Index Growth Direct Plan"
"INF204KB16W8","Nippon India Nifty Smallcap 250 Index IDCW Payout Direct Plan"
"INF204KB17W6","Nippon India Nifty Smallcap 250 Index IDCW Reinvestement Reinvest Direct Plan"
"INF204KB18Z7","Nippon India Nifty Midcap 150 Index Growth Direct Plan"
"INF204KB19Z5","Nippon India Nifty Midcap 150 Index IDCW Payout Direct Plan"
"INF204KC1014","Nippon India Nifty Midcap 150 Index IDCW Reinvest Direct Plan"
"INF204KB12Z0","Nippon India Nifty 50 Value 20 Index Growth Direct Plan"
"INF204KB13Z8","Nippon India Nifty 50 Value 20 Index IDCW Payout Direct Plan"
"INF204KB14Z6","Nippon India Nifty 50 Value 20 Index IDCW Reinvest Direct Plan"
"INF209K01VX5","Aditya Birla Sun Life Index IDCW Payout Direct Plan"
"INF209K01VX5","Aditya Birla Sun Life Index IDCW Reinvest Direct Plan"
"INF209K01VY3","Aditya Birla Sun Life Index Growth Direct Plan"
"INF209KB1W17","Aditya Birla Sun Life Nifty Smallcap 50 Index Growth Direct Plan"
"INF209KB1W25","Aditya Birla Sun Life Nifty Smallcap 50 Index IDCW Payout Direct Plan"
"INF209KB1W25","Aditya Birla Sun Life Nifty Smallcap 50 Index IDCW Reinvestement Reinvest Direct Plan"
"INF209KB1W74","Aditya Birla Sun Life Nifty Midcap 150 Index Growth Direct Plan"
"INF209KB1W82","Aditya Birla Sun Life Nifty Midcap 150 Index IDCW Payout Direct Plan"
"INF209KB1W82","Aditya Birla Sun Life Nifty Midcap 150 Index IDCW Reinvestement Reinvest Direct Plan"
"INF397L01AN1","IDBI Nifty Index IDCW Payout Direct Plan"
"INF397L01AO9","IDBI Nifty Index IDCW Reinvest Direct Plan"
"INF397L01AP6","IDBI Nifty Index Growth Direct Plan"
"INF397L01AW2","IDBI Nifty Junior Index Growth Direct Plan"
"INF397L01AX0","IDBI Nifty Junior Index IDCW Reinvest Direct Plan"
"INF397L01AY8","IDBI Nifty Junior Index IDCW Payout Direct Plan"
"INF740KA1CR7","DSP Equal Nifty 50 Growth Direct Plan"
"INF740KA1CS5","DSP Equal Nifty 50 IDCW Payout Direct Plan"
"INF740KA1CS5","DSP Equal Nifty 50 IDCW Reinvest Direct Plan"
"INF740KA1MG9","DSP Nifty Next 50 Index Growth Direct Plan"
"INF740KA1MH7","DSP Nifty Next 50 Index IDCW Payout Direct Plan"
"INF740KA1MH7","DSP Nifty Next 50 Index IDCW Reinvest Direct Plan"
"INF740KA1MM7","DSP Nifty 50 Index Growth Direct Plan"
"INF740KA1MN5","DSP Nifty 50 Index IDCW Payout Direct Plan"
"INF740KA1MN5","DSP Nifty 50 Index IDCW Reinvest Direct Plan"
"INF767K01FF2","LIC MF Index Nifty Growth Direct Plan"
"INF767K01FG0","LIC MF Index Nifty IDCW Payout Direct Plan"
"INF767K01FH8","LIC MF Index Nifty IDCW Reinvest Direct Plan"
"INF767K01FI6","LIC MF Index Sensex IDCW Payout Direct Plan"
"INF767K01FJ4","LIC MF Index Sensex Growth Direct Plan"
"INF767K01FK2","LIC MF Index Sensex IDCW Reinvest Direct Plan"
"INF789F01WY2","UTI Nifty Index IDCW Payout Direct Plan"
"INF789F01WZ9","UTI Nifty Index IDCW Reinvest Direct Plan"
"INF789F01XA0","UTI Nifty Index Growth Direct Plan"
"INF789FC12T1","UTI Nifty Next 50 Index Growth Direct Plan"
"INF789F1AUT5","UTI Nifty200 Momentum 30 Index Growth Direct Plan"
"INF903JA1666","Sundaram Smart Nifty 100 Equal Weight Growth Direct Plan"
"INF903JA1674","Sundaram Smart Nifty 100 Equal Weight IDCW Payout Direct Plan"
"INF903JA1682","Sundaram Smart Nifty 100 Equal Weight IDCW Reinvest Direct Plan"
"INF247L01957","Motilal Oswal Nifty 500 Growth Direct Plan"
"INF247L01890","Motilal Oswal Nifty Bank Index Growth Direct Plan"
"INF247L01916","Motilal Oswal Nifty Midcap 150 Index Growth Direct Plan"
"INF247L01932","Motilal Oswal Nifty Smallcap 250 Index Growth Direct Plan"
"INF247L01AE7","Motilal Oswal Nifty 50 Index Growth Direct Plan"
"INF247L01AC1","Motilal Oswal Nifty Next 50 Index Growth Direct Plan"
"INF247L01AG2","Motilal Oswal S&P 500 Index Growth Direct Plan"
"INF846K01S37","Axis Nifty 100 Index IDCW Payout Direct Plan"
"INF846K01S29","Axis Nifty 100 Index Growth Direct Plan"
"INF846K01S45","Axis Nifty 100 Index IDCW Reinvest Direct Plan"
"INF917K01D12","L&T Nifty 50 Index Growth Direct Plan"
"INF917K01D04","L&T Nifty 50 Index IDCW Reinvestent Reinvest Direct Plan"
"INF917K01D04","L&T Nifty 50 Index IDCW Payout Direct Plan"
"INF917K01D61","L&T Nifty Next 50 Index IDCW Reinvestent Reinvest Direct Plan"
"INF917K01D61","L&T Nifty Next 50 Index IDCW Payout Direct Plan"
"INF917K01D79","L&T Nifty Next 50 Index Growth Direct Plan"
"INF754K01LV5","Edelweiss Msci India Domestic & World Healthcare 45 Index Growth Direct Plan"
"INF754K01LW3","Edelweiss Msci India Domestic & World Healthcare 45 Index IDCW Payout Direct Plan"
"INF754K01LX1","Edelweiss Msci India Domestic & World Healthcare 45 Index IDCW Reinvest Direct Plan"
"INF277K01PJ3","Tata Index Nifty Growth Direct Plan"
"INF277K01PK1","Tata Index Sensex Growth Direct Plan"
"INF174KA1GA9","Kotak Nifty Next 50 Index Growth Direct Plan"
"INF174KA1GB7","Kotak Nifty Next 50 Index IDCW Reinvest Direct Plan"
"INF174KA1GB7","Kotak Nifty Next 50 Index IDCW Payout Direct Plan"
"INF082J01093","Quantum Equity Fund Of Fund Growth Direct Plan"
"INF082J01101","Quantum Equity Fund Of Fund IDCW Payout Direct Plan"
"INF082J01119","Quantum Equity Fund Of Fund IDCW Reinvest Direct Plan"
"INF082J01150","Quantum Gold Saving Growth Direct Plan"
"INF082J01168","Quantum Multi Asset Growth Direct Plan"
"INF084M01EB0","Aditya Birla Sun Life Global Emerging Opportunities Growth Direct Plan"
"INF084M01EC8","Aditya Birla Sun Life Global Emerging Opportunities IDCW Payout Direct Plan"
"INF084M01EC8","Aditya Birla Sun Life Global Emerging Opportunities IDCW Reinvest Direct Plan"
"INF084M01EW6","Aditya Birla Sun Life Financial Planning Fof Aggressive Growth Direct Plan"
"INF084M01EX4","Aditya Birla Sun Life Financial Planning Fof Aggressive IDCW Payout Direct Plan"
"INF084M01EY2","Aditya Birla Sun Life Financial Planning Fof Aggressive IDCW Reinvest Direct Plan"
"INF209K01YT7","Aditya Birla Sun Life Gold IDCW Payout Direct Plan"
"INF209K01YU5","Aditya Birla Sun Life Gold Growth Direct Plan"
"INF209K01WS3","Aditya Birla Sun Life International Equity A Growth Direct Plan"
"INF209K01Q89","Aditya Birla Sun Life International Equity A IDCW Payout Direct Plan"
"INF209K01Q89","Aditya Birla Sun Life International Equity A IDCW Reinvest Direct Plan"
"INF209K01WU9","Aditya Birla Sun Life International Equity B Growth Direct Plan"
